ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,LOCALITY,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
311442,16-25,male,majority,0-9y,university,upper class,0.5625408006602023,no,after 2015,yes,yes,New York,13000.0,sedan,0,0,0,denied
959979,65+,female,majority,0-9y,high school,upper class,0.4323797470165003,yes,after 2015,no,no,New York,11697.003206900365,sedan,0,0,0,denied
631430,26-39,female,majority,10-19y,none,middle class,0.4650176410950612,yes,after 2015,no,no,Miami,11697.003206900365,sedan,1,0,0,approved
823223,16-25,male,minority,0-9y,university,middle class,0.6655507979109212,no,before 2015,yes,no,Miami,6000.0,sedan,0,0,0,denied
595493,40-64,female,majority,0-9y,university,upper class,0.5910270591496051,yes,after 2015,yes,yes,New York,9000.0,sedan,0,0,0,approved
47896,16-25,female,majority,0-9y,high school,working class,0.5416544222018453,yes,before 2015,no,yes,New York,15000.0,sedan,0,0,0,denied
133368,26-39,male,majority,10-19y,university,middle class,0.5158128096027941,yes,after 2015,yes,yes,New York,12000.0,sedan,1,0,1,approved
384342,65+,female,majority,20-29y,university,upper class,0.512923620015934,yes,before 2015,yes,yes,Miami,6000.0,sedan,6,0,0,approved
878076,16-25,female,minority,0-9y,none,poverty,0.2988157227487647,no,before 2015,yes,yes,New York,11000.0,sedan,0,0,0,denied
343971,65+,male,majority,30y+,university,upper class,0.6254673939107617,yes,after 2015,yes,yes,San Francisco,9000.0,sedan,4,0,2,approved
971841,40-64,female,majority,20-29y,university,upper class,0.5602501519114655,yes,after 2015,yes,yes,New York,15000.0,sedan,1,0,1,approved
305028,65+,female,minority,10-19y,university,upper class,0.5822057363830183,yes,after 2015,yes,yes,New York,13000.0,sedan,0,0,3,approved
775336,16-25,male,majority,0-9y,none,poverty,0.3155345576766409,no,before 2015,no,no,New York,12000.0,sedan,0,0,0,denied
147805,26-39,male,majority,0-9y,high school,poverty,0.2672718699014508,no,before 2015,no,yes,New York,8000.0,sedan,0,0,0,denied
912569,65+,female,majority,30y+,high school,upper class,0.5098028385370175,yes,before 2015,yes,yes,Miami,11000.0,sedan,2,0,1,approved
627852,65+,male,majority,10-19y,high school,upper class,0.5836716698036587,yes,after 2015,yes,yes,New York,13000.0,sedan,2,0,2,approved
892650,65+,male,minority,10-19y,high school,working class,0.2222805271146608,no,after 2015,no,yes,New York,16000.0,sedan,1,0,0,approved
381711,26-39,female,majority,0-9y,university,upper class,0.5185065699921058,yes,after 2015,no,no,Miami,12000.0,sedan,0,0,0,approved
854406,40-64,male,majority,20-29y,university,upper class,0.708576850672757,yes,after 2015,no,yes,New York,12000.0,sedan,3,0,6,approved
92951,16-25,male,majority,0-9y,none,poverty,0.5158128096027941,no,before 2015,no,yes,New York,16000.0,sedan,0,0,0,denied
219625,65+,male,majority,20-29y,university,upper class,0.4807566449040954,yes,before 2015,yes,yes,New York,10000.0,sedan,4,0,3,approved
321057,40-64,male,majority,20-29y,university,upper class,0.5720389751390466,yes,before 2015,yes,yes,Miami,7000.0,sedan,13,0,1,approved
27809,26-39,male,majority,10-19y,university,upper class,0.7011064219380432,yes,before 2015,no,no,New York,16000.0,sedan,0,0,2,denied
937771,26-39,male,majority,10-19y,high school,upper class,0.5411583382830242,yes,after 2015,no,yes,New York,10000.0,sedan,1,0,2,approved
242782,65+,male,majority,0-9y,high school,upper class,0.6862062120756587,yes,after 2015,yes,yes,New York,7000.0,sedan,0,0,0,approved
547164,40-64,female,majority,20-29y,high school,upper class,0.4945546402758661,yes,after 2015,no,no,Miami,13000.0,sedan,2,1,0,approved
695059,40-64,male,majority,10-19y,university,upper class,0.3835885249830328,yes,before 2015,no,yes,Miami,6000.0,sedan,7,1,1,approved
832759,16-25,female,majority,0-9y,high school,poverty,0.3169037155529278,no,before 2015,no,yes,New York,15000.0,sedan,0,0,0,denied
71485,16-25,female,majority,0-9y,none,poverty,0.4461151066196652,no,before 2015,yes,no,New York,9000.0,sedan,0,0,0,approved
124660,16-25,female,minority,0-9y,none,working class,0.4255194543062147,no,before 2015,no,yes,New York,14000.0,sedan,0,0,0,denied
207087,65+,female,majority,10-19y,university,upper class,0.6375637817816244,yes,before 2015,yes,yes,New York,11697.003206900365,sedan,0,0,0,approved
315430,40-64,female,majority,0-9y,none,working class,0.4705707177894082,yes,before 2015,no,yes,New York,12000.0,sedan,0,0,0,approved
40864,40-64,male,majority,0-9y,university,upper class,0.5356041396005512,yes,before 2015,yes,no,Miami,8000.0,sedan,0,0,0,denied
41497,16-25,female,majority,0-9y,university,working class,0.5432601158286279,no,before 2015,no,yes,New York,10000.0,sedan,0,0,0,denied
377739,65+,male,majority,20-29y,university,upper class,0.7017103211541736,yes,before 2015,yes,yes,Miami,8000.0,sedan,9,1,3,approved
236599,26-39,male,majority,10-19y,high school,middle class,0.5897009791045345,yes,before 2015,yes,yes,New York,10000.0,sedan,0,0,3,approved
839497,26-39,male,majority,0-9y,high school,poverty,0.4884787069775134,yes,before 2015,no,no,New York,14000.0,sedan,0,0,0,denied
863474,40-64,male,majority,10-19y,university,upper class,0.7133739757784759,no,before 2015,no,no,New York,10000.0,sedan,4,0,1,approved
826015,65+,male,majority,0-9y,high school,upper class,0.6982102496436058,yes,after 2015,yes,yes,New York,14000.0,sedan,0,0,0,approved
403691,26-39,female,majority,10-19y,high school,middle class,0.4744787874496229,yes,before 2015,yes,yes,New York,15000.0,sedan,1,0,0,approved
806638,26-39,female,majority,10-19y,none,middle class,0.5921887867818202,yes,after 2015,no,no,New York,15000.0,sedan,0,0,0,approved
953868,65+,female,majority,30y+,university,upper class,0.731143593597601,yes,before 2015,yes,no,New York,10000.0,sedan,4,1,3,approved
374528,65+,male,majority,10-19y,university,upper class,0.5158128096027941,yes,before 2015,yes,yes,New York,10000.0,sedan,0,1,1,approved
513085,26-39,male,majority,0-9y,university,middle class,0.4865702753124045,yes,before 2015,no,yes,New York,12000.0,sedan,0,0,0,denied
23638,40-64,female,majority,10-19y,none,working class,0.5158128096027941,yes,before 2015,yes,yes,Baltimore,14000.0,sports car,0,0,2,denied
342282,16-25,male,majority,0-9y,university,working class,0.471124315994713,no,before 2015,no,yes,New York,11697.003206900365,sedan,0,0,0,denied
685698,26-39,female,majority,10-19y,university,upper class,0.5158128096027941,yes,after 2015,yes,no,Miami,7000.0,sedan,6,0,1,denied
311662,16-25,male,majority,0-9y,none,poverty,0.2730959922696246,no,before 2015,no,yes,New York,14000.0,sedan,0,0,0,denied
61471,16-25,female,majority,0-9y,none,working class,0.3907774641073533,yes,before 2015,no,yes,New York,10000.0,sedan,0,0,0,denied
10486,40-64,male,majority,20-29y,university,upper class,0.5731585837938462,no,after 2015,yes,yes,Miami,9000.0,sedan,9,0,3,approved
674205,16-25,female,minority,0-9y,high school,working class,0.4209013627520005,no,after 2015,no,yes,Miami,8000.0,sedan,0,0,0,approved
631816,26-39,female,majority,10-19y,high school,middle class,0.6706576625870653,yes,after 2015,yes,yes,Miami,10000.0,sedan,2,0,2,approved
902936,65+,female,majority,10-19y,university,upper class,0.7672585842304487,yes,after 2015,yes,yes,New York,12000.0,sedan,0,0,0,approved
905027,65+,male,majority,10-19y,high school,middle class,0.4564119861529349,yes,before 2015,yes,no,New York,12000.0,sedan,0,1,2,approved
833749,65+,male,majority,30y+,high school,upper class,0.6100130831768541,yes,after 2015,no,yes,New York,14000.0,sedan,4,1,2,approved
544845,40-64,male,majority,0-9y,university,upper class,0.4756558061235115,no,before 2015,no,yes,Miami,11697.003206900365,sedan,0,0,0,denied
311880,16-25,male,majority,0-9y,none,poverty,0.3357969699282221,no,before 2015,no,no,Miami,11697.003206900365,sedan,0,0,0,denied
135577,26-39,male,majority,10-19y,university,middle class,0.5266138203612011,yes,after 2015,no,no,Miami,13000.0,sedan,2,1,1,approved
726987,65+,male,majority,30y+,high school,upper class,0.6133628265829758,yes,after 2015,yes,yes,New York,11000.0,sedan,5,1,3,approved
872748,26-39,male,majority,0-9y,university,upper class,0.5085456984605072,yes,after 2015,yes,yes,New York,10000.0,sedan,0,0,0,denied
756603,26-39,female,majority,10-19y,high school,poverty,0.3837809456894412,no,before 2015,no,yes,New York,16000.0,sedan,0,0,0,denied
740156,16-25,female,majority,0-9y,high school,working class,0.4639093320448193,yes,after 2015,no,no,Miami,11697.003206900365,sedan,0,0,0,approved
99647,16-25,female,majority,0-9y,high school,poverty,0.3183171447890638,no,before 2015,no,no,New York,15000.0,sedan,0,0,0,approved
848222,40-64,male,majority,20-29y,high school,upper class,0.6247420724305428,yes,before 2015,yes,yes,New York,11000.0,sedan,5,0,5,approved
507419,26-39,female,majority,0-9y,university,upper class,0.4089763414208628,yes,after 2015,no,no,New York,13000.0,sports car,0,0,0,approved
823526,65+,male,majority,30y+,high school,middle class,0.4779626125416225,yes,before 2015,yes,yes,New York,10000.0,sedan,7,0,5,approved
841430,40-64,female,majority,20-29y,none,middle class,0.5113500653183151,no,before 2015,yes,yes,New York,11000.0,sedan,1,0,2,approved
960933,65+,female,majority,30y+,high school,upper class,0.7802098585527684,yes,after 2015,yes,yes,Miami,9000.0,sedan,6,1,3,approved
376004,16-25,female,majority,0-9y,high school,working class,0.5158128096027941,yes,before 2015,no,yes,New York,9000.0,sedan,0,0,0,approved
551195,65+,male,majority,30y+,university,upper class,0.7012927943446796,yes,before 2015,no,no,New York,15000.0,sedan,3,0,2,approved
18890,40-64,female,majority,10-19y,university,upper class,0.714968018770484,yes,before 2015,no,yes,New York,15000.0,sedan,0,0,1,approved
259179,40-64,female,minority,20-29y,high school,upper class,0.608518437261795,yes,before 2015,yes,yes,New York,8000.0,sedan,3,0,1,approved
5306,26-39,male,majority,0-9y,university,middle class,0.4950597535122331,no,before 2015,yes,yes,New York,11697.003206900365,sedan,0,0,0,denied
768784,65+,female,majority,30y+,university,upper class,0.6751971538113963,yes,before 2015,no,yes,New York,10000.0,sports car,2,0,2,approved
184971,40-64,male,majority,10-19y,university,upper class,0.7051030113696413,yes,before 2015,no,no,New York,12000.0,sedan,0,0,2,approved
17816,26-39,female,majority,10-19y,university,middle class,0.4766142689481032,yes,before 2015,no,yes,New York,11697.003206900365,sedan,0,0,1,approved
475210,16-25,male,minority,0-9y,none,poverty,0.3190279628767566,no,before 2015,no,yes,New York,11697.003206900365,sedan,0,0,0,denied
741721,16-25,female,majority,0-9y,none,working class,0.328418073012308,yes,after 2015,no,yes,New York,12000.0,sedan,0,0,0,approved
184176,26-39,female,majority,10-19y,high school,poverty,0.3449776885977702,no,before 2015,no,no,New York,18000.0,sedan,1,0,1,approved
118620,26-39,male,majority,10-19y,university,upper class,0.5158128096027941,yes,before 2015,yes,yes,Miami,9000.0,sedan,3,0,0,denied
551808,16-25,female,majority,0-9y,high school,middle class,0.5158128096027941,yes,before 2015,no,no,New York,16000.0,sedan,0,0,0,approved
679272,26-39,male,majority,0-9y,none,working class,0.3743936063114605,no,before 2015,no,no,Miami,11000.0,sedan,0,0,0,denied
401740,40-64,male,majority,0-9y,university,upper class,0.6917153580916104,yes,before 2015,yes,yes,New York,13000.0,sedan,0,0,0,approved
9289,16-25,female,majority,0-9y,university,upper class,0.6338175350480558,yes,before 2015,yes,yes,New York,7000.0,sedan,0,0,0,denied
134351,65+,male,majority,20-29y,university,upper class,0.5306257372859773,no,after 2015,no,yes,San Francisco,14000.0,sedan,3,0,0,approved
670374,65+,male,majority,0-9y,high school,upper class,0.4255919544188486,yes,after 2015,yes,yes,Miami,10000.0,sedan,0,0,0,denied
247819,16-25,male,minority,0-9y,none,poverty,0.3106877761171272,no,after 2015,no,no,New York,13000.0,sedan,0,0,0,approved
72351,65+,male,majority,30y+,high school,upper class,0.6678303790199109,yes,after 2015,yes,yes,Miami,6000.0,sedan,11,0,3,approved
140258,40-64,male,majority,0-9y,university,upper class,0.5782552015622614,yes,before 2015,yes,yes,New York,11000.0,sedan,0,0,0,denied
60609,26-39,male,majority,10-19y,university,upper class,0.6068207924340454,yes,before 2015,yes,yes,Miami,11697.003206900365,sedan,5,0,0,denied
163684,40-64,male,majority,20-29y,university,middle class,0.5962146153227567,yes,before 2015,yes,yes,New York,14000.0,sedan,0,0,0,approved
454863,40-64,male,majority,20-29y,university,upper class,0.6497793515077945,no,after 2015,yes,yes,Miami,9000.0,sedan,1,1,2,approved
533249,40-64,female,majority,10-19y,high school,middle class,0.5101622025093533,yes,after 2015,yes,no,Miami,7000.0,sedan,0,0,1,approved
874998,65+,male,majority,10-19y,none,upper class,0.6436708526397987,yes,after 2015,yes,yes,New York,11697.003206900365,sedan,1,1,1,approved
666386,40-64,male,majority,20-29y,high school,upper class,0.6405034643072922,yes,after 2015,yes,yes,New York,11697.003206900365,sedan,4,0,1,approved
403182,26-39,male,majority,10-19y,high school,middle class,0.4905299977484185,yes,before 2015,no,no,New York,12000.0,sedan,3,0,2,approved
650235,26-39,female,majority,10-19y,university,middle class,0.5428523404936632,yes,after 2015,no,yes,New York,12000.0,sedan,1,0,2,approved
596282,40-64,female,minority,20-29y,university,upper class,0.699425311422729,yes,before 2015,yes,yes,New York,11000.0,sedan,2,0,2,approved
558054,65+,female,majority,30y+,university,upper class,0.7506033319372304,yes,before 2015,yes,yes,New York,10000.0,sedan,3,1,4,approved
412162,26-39,female,majority,10-19y,university,working class,0.4077076280539558,no,before 2015,yes,yes,New York,11697.003206900365,sedan,0,0,0,approved
538163,65+,male,majority,0-9y,high school,middle class,0.4096811698714886,yes,before 2015,yes,yes,New York,9000.0,sedan,0,0,0,denied
991473,40-64,female,majority,10-19y,none,upper class,0.5158128096027941,no,after 2015,no,yes,New York,14000.0,sedan,0,0,0,approved
26402,26-39,female,majority,10-19y,none,poverty,0.5131402566228752,no,before 2015,no,yes,New York,11000.0,sedan,2,0,1,approved
157813,16-25,female,majority,0-9y,university,poverty,0.457857964989568,yes,before 2015,no,no,New York,14000.0,sports car,0,0,0,approved
487293,40-64,male,majority,20-29y,university,middle class,0.5337114186807402,yes,before 2015,yes,yes,New York,8000.0,sedan,2,0,3,approved
332683,16-25,female,majority,0-9y,university,middle class,0.5158128096027941,yes,before 2015,no,yes,New York,10000.0,sedan,0,0,0,approved
552861,65+,male,majority,30y+,university,middle class,0.344829978720007,yes,before 2015,no,yes,Miami,11697.003206900365,sedan,6,1,2,approved
718555,16-25,female,majority,0-9y,high school,poverty,0.2759860406297467,no,before 2015,no,yes,New York,12000.0,sedan,0,0,0,denied
715348,65+,male,majority,30y+,university,upper class,0.6359540391347808,yes,before 2015,yes,yes,New York,10000.0,sedan,5,2,3,approved
50666,40-64,male,majority,20-29y,high school,upper class,0.5029862773740448,yes,after 2015,yes,yes,New York,8000.0,sedan,6,1,4,approved
310538,65+,female,minority,20-29y,none,upper class,0.6547931661113645,yes,before 2015,no,yes,Miami,8000.0,sedan,2,2,3,approved
423856,40-64,female,minority,0-9y,none,working class,0.3272417923694733,yes,before 2015,yes,yes,New York,11697.003206900365,sedan,0,0,0,approved
23989,16-25,male,majority,0-9y,none,poverty,0.3527397999517653,yes,before 2015,no,yes,New York,12000.0,sedan,0,0,0,denied
455221,26-39,female,majority,10-19y,high school,middle class,0.5840403247120649,no,before 2015,yes,yes,New York,13000.0,sedan,1,0,2,denied
878806,16-25,female,majority,0-9y,none,poverty,0.3740046259142086,yes,before 2015,no,no,New York,11697.003206900365,sedan,0,0,0,approved
90159,16-25,female,majority,0-9y,none,poverty,0.5158128096027941,no,before 2015,no,no,New York,19000.0,sedan,0,0,0,denied
698383,40-64,male,majority,0-9y,university,upper class,0.5358475482846472,no,after 2015,yes,no,New York,8000.0,sedan,0,0,0,denied
432502,16-25,male,majority,0-9y,university,working class,0.5015063517354761,no,before 2015,no,no,New York,13000.0,sports car,0,0,0,denied
75820,65+,male,majority,30y+,university,upper class,0.6242329315836803,yes,before 2015,yes,yes,New York,8000.0,sedan,1,0,3,approved
317151,65+,female,majority,30y+,university,upper class,0.5158128096027941,yes,after 2015,yes,yes,New York,10000.0,sedan,1,0,2,approved
62005,26-39,female,majority,0-9y,high school,working class,0.3909113322714408,yes,before 2015,no,yes,New York,15000.0,sedan,0,0,0,approved
180479,16-25,female,majority,0-9y,high school,working class,0.4289009998146446,no,before 2015,no,no,New York,15000.0,sedan,0,0,0,denied
169486,26-39,female,majority,10-19y,none,poverty,0.2427347048473718,no,before 2015,no,yes,Miami,8000.0,sedan,2,0,0,approved
784424,26-39,male,majority,10-19y,university,middle class,0.3439176712853585,yes,before 2015,no,no,New York,16000.0,sedan,0,0,0,denied
877560,26-39,male,minority,10-19y,university,upper class,0.5572413287521248,yes,before 2015,yes,no,Miami,8000.0,sedan,0,0,0,approved
661538,40-64,male,majority,20-29y,none,middle class,0.3649900516894193,yes,before 2015,no,yes,New York,11697.003206900365,sedan,1,0,6,approved
734708,40-64,female,majority,0-9y,university,upper class,0.6757412986764928,yes,before 2015,yes,yes,New York,10000.0,sedan,0,0,0,approved
105788,65+,male,majority,0-9y,university,upper class,0.5654244916892083,yes,after 2015,yes,yes,New York,8000.0,sedan,0,0,0,approved
782760,26-39,female,majority,10-19y,none,middle class,0.5601350545835889,yes,before 2015,yes,yes,Miami,11697.003206900365,sedan,0,0,1,approved
888987,26-39,female,majority,10-19y,university,upper class,0.5692360723379172,yes,after 2015,yes,no,Miami,12000.0,sedan,0,0,0,approved
159532,65+,female,majority,20-29y,high school,upper class,0.6980697717017305,yes,before 2015,yes,no,New York,12000.0,sedan,0,1,1,approved
488136,40-64,male,majority,20-29y,university,upper class,0.6191711566143016,yes,before 2015,no,yes,San Francisco,17000.0,sedan,0,0,0,approved
184115,40-64,male,majority,0-9y,university,upper class,0.6169771021803357,yes,before 2015,yes,yes,New York,7000.0,sedan,0,0,0,approved
684334,65+,male,minority,30y+,university,upper class,0.426833815526329,yes,before 2015,yes,yes,New York,9000.0,sedan,2,0,5,approved
9128,40-64,female,majority,20-29y,high school,middle class,0.4743480011240882,no,after 2015,yes,yes,New York,9000.0,sedan,1,0,1,approved
546140,16-25,male,majority,0-9y,university,middle class,0.5369003787000691,no,before 2015,no,yes,Miami,10000.0,sedan,0,0,0,denied
805429,65+,female,majority,10-19y,high school,upper class,0.7652083979591556,no,before 2015,yes,yes,New York,9000.0,sedan,2,0,1,approved
208360,65+,female,majority,30y+,university,upper class,0.6505949084816058,yes,after 2015,yes,yes,New York,8000.0,sedan,2,0,1,approved
132013,65+,female,majority,30y+,high school,upper class,0.5801244602268175,yes,before 2015,yes,no,New York,12000.0,sedan,3,1,1,approved
646502,16-25,female,majority,0-9y,none,poverty,0.3393005417362712,no,before 2015,yes,no,New York,15000.0,sedan,0,0,0,denied
582402,26-39,female,majority,10-19y,university,upper class,0.6449057726588217,yes,after 2015,no,no,New York,13000.0,sedan,0,0,1,approved
87473,26-39,male,majority,10-19y,none,poverty,0.3603104623934349,no,before 2015,no,no,Miami,14000.0,sedan,2,0,1,denied
717551,40-64,male,majority,0-9y,university,upper class,0.6957185478775785,yes,after 2015,yes,yes,New York,12000.0,sedan,0,0,0,approved
811811,40-64,female,majority,20-29y,university,upper class,0.4834974413683278,yes,after 2015,yes,yes,New York,8000.0,sedan,1,1,1,approved
530970,26-39,male,majority,0-9y,none,working class,0.4515197420397469,no,before 2015,no,no,New York,13000.0,sedan,0,0,0,denied
657844,26-39,male,majority,10-19y,university,upper class,0.4931017178018438,yes,before 2015,no,no,Miami,14000.0,sedan,0,1,1,denied
176642,65+,female,majority,20-29y,high school,upper class,0.5274379615829109,yes,before 2015,no,yes,New York,14000.0,sedan,0,1,3,approved
704098,65+,female,minority,30y+,high school,upper class,0.7548499523076003,yes,before 2015,yes,yes,New York,8000.0,sports car,3,1,2,approved
352454,26-39,female,majority,10-19y,high school,upper class,0.4694892859395923,yes,before 2015,no,no,New York,14000.0,sedan,0,0,0,approved
772474,26-39,male,majority,10-19y,high school,poverty,0.3983986936411343,no,before 2015,yes,yes,New York,11000.0,sedan,1,0,1,approved
400472,65+,female,majority,30y+,university,upper class,0.6301672768085953,yes,before 2015,yes,yes,New York,8000.0,sedan,5,0,1,approved
477976,16-25,male,majority,0-9y,high school,poverty,0.5158128096027941,no,before 2015,no,yes,Miami,11697.003206900365,sedan,0,0,0,denied
871873,16-25,female,majority,0-9y,none,poverty,0.1572774333743463,yes,before 2015,no,no,New York,13000.0,sedan,0,0,0,approved
446423,40-64,female,majority,20-29y,none,middle class,0.4871334705412062,yes,before 2015,no,yes,New York,13000.0,sedan,0,0,0,approved
614581,26-39,male,majority,10-19y,university,middle class,0.5794335341572858,yes,before 2015,no,yes,New York,11000.0,sedan,2,0,2,denied
72018,65+,female,majority,0-9y,university,upper class,0.5260607794679719,yes,before 2015,yes,yes,New York,8000.0,sedan,0,0,0,denied
887907,40-64,female,majority,20-29y,university,middle class,0.6919287222494878,yes,before 2015,no,yes,New York,14000.0,sedan,0,0,1,approved
186769,16-25,female,majority,0-9y,high school,poverty,0.355637235170655,no,before 2015,no,yes,New York,11697.003206900365,sedan,0,0,0,denied
801513,16-25,male,majority,0-9y,university,working class,0.5435868135635351,yes,before 2015,no,no,New York,16000.0,sedan,0,0,0,denied
773539,26-39,female,minority,10-19y,high school,upper class,0.4869143968069608,yes,before 2015,yes,no,Miami,11000.0,sedan,2,0,0,denied
342837,40-64,female,minority,20-29y,high school,upper class,0.8062957373198067,yes,after 2015,yes,yes,New York,11000.0,sedan,2,0,0,approved
76364,16-25,female,majority,0-9y,university,working class,0.6053899688373013,yes,before 2015,no,no,New York,15000.0,sedan,0,0,0,approved
581821,65+,female,majority,20-29y,university,upper class,0.6547218915043161,no,after 2015,yes,yes,New York,11697.003206900365,sedan,0,0,0,approved
750304,40-64,female,majority,0-9y,high school,middle class,0.6529765248969106,yes,before 2015,no,yes,Miami,15000.0,sedan,0,0,0,approved
867562,40-64,female,majority,20-29y,university,upper class,0.5158128096027941,yes,after 2015,yes,yes,New York,15000.0,sedan,0,0,1,approved
502443,65+,female,minority,10-19y,high school,middle class,0.4353571128139281,yes,before 2015,yes,yes,New York,9000.0,sedan,0,0,0,approved
314241,16-25,male,majority,0-9y,university,poverty,0.4093076060130435,yes,before 2015,no,no,New York,12000.0,sedan,0,0,0,denied
843780,65+,female,majority,20-29y,high school,middle class,0.5158128096027941,yes,before 2015,no,yes,New York,12000.0,sedan,2,1,2,approved
949220,40-64,female,minority,10-19y,university,upper class,0.6919683963067441,yes,before 2015,no,yes,San Francisco,10000.0,sedan,1,1,0,approved
418920,26-39,female,majority,0-9y,university,upper class,0.6793798380252772,yes,before 2015,yes,yes,New York,11000.0,sedan,0,0,0,approved
294679,40-64,male,majority,20-29y,high school,upper class,0.5832262905924832,yes,before 2015,yes,yes,New York,11000.0,sedan,5,0,2,approved
588241,40-64,male,majority,10-19y,university,upper class,0.7424759866684622,yes,after 2015,yes,yes,New York,12000.0,sedan,0,0,2,approved
342418,26-39,female,majority,10-19y,university,middle class,0.6515006096504785,no,before 2015,no,yes,New York,11000.0,sedan,1,0,0,approved
327940,26-39,female,minority,10-19y,high school,upper class,0.7390951318308719,yes,after 2015,yes,yes,New York,11000.0,sports car,0,0,0,approved
937879,16-25,female,majority,0-9y,high school,poverty,0.4719870981911113,no,before 2015,no,yes,Miami,14000.0,sedan,0,0,0,denied
937766,16-25,female,majority,0-9y,high school,poverty,0.3123294192491464,no,before 2015,no,yes,Baltimore,9000.0,sedan,0,0,0,denied
709224,26-39,female,majority,10-19y,none,middle class,0.6270912878053272,yes,after 2015,no,yes,Miami,9000.0,sports car,1,0,0,approved
8618,26-39,female,minority,10-19y,university,upper class,0.7048714803406341,yes,after 2015,no,no,Miami,8000.0,sedan,1,0,0,approved
829698,26-39,male,majority,10-19y,high school,middle class,0.3648952891745238,yes,before 2015,yes,yes,Miami,9000.0,sedan,5,1,1,denied
583432,65+,male,minority,30y+,university,upper class,0.6803393047835292,yes,after 2015,yes,yes,New York,11000.0,sedan,7,1,3,approved
658150,26-39,male,majority,10-19y,none,poverty,0.3351710892003408,no,after 2015,no,yes,New York,13000.0,sedan,2,0,1,approved
25959,40-64,male,majority,0-9y,university,upper class,0.5933425287960671,yes,before 2015,yes,yes,New York,11000.0,sports car,0,0,0,denied
849780,40-64,male,majority,0-9y,university,upper class,0.5633384695516879,yes,before 2015,yes,no,New York,10000.0,sedan,0,0,0,denied
807008,26-39,male,majority,10-19y,high school,poverty,0.3037442394619614,yes,before 2015,no,no,New York,11697.003206900365,sedan,0,0,0,denied
240683,26-39,female,majority,10-19y,university,middle class,0.5375931731054595,yes,after 2015,no,yes,New York,12000.0,sedan,2,0,0,approved
88282,26-39,female,majority,10-19y,high school,poverty,0.1274177169396,no,before 2015,no,no,San Francisco,13000.0,sedan,3,0,4,approved
880213,26-39,female,majority,10-19y,none,middle class,0.5127966986898517,yes,before 2015,no,yes,New York,11000.0,sedan,0,0,0,approved
552010,65+,male,majority,20-29y,university,upper class,0.6942652143654913,yes,after 2015,yes,yes,San Francisco,11000.0,sedan,3,0,1,approved
55969,26-39,female,majority,0-9y,high school,poverty,0.3411023429792369,no,before 2015,no,yes,New York,13000.0,sedan,0,0,0,denied
694933,26-39,female,majority,10-19y,none,poverty,0.3912789861842823,no,before 2015,yes,yes,New York,9000.0,sedan,0,0,1,approved
175995,16-25,female,majority,0-9y,none,working class,0.5158128096027941,no,before 2015,no,no,New York,14000.0,sedan,0,0,0,denied
10585,40-64,female,majority,20-29y,university,upper class,0.5666251871294878,yes,after 2015,yes,no,New York,13000.0,sedan,1,0,0,approved
616068,16-25,male,majority,0-9y,none,poverty,0.3991136105635735,yes,before 2015,no,yes,Miami,8000.0,sedan,0,0,0,denied
859400,65+,female,majority,30y+,university,upper class,0.5158128096027941,yes,before 2015,yes,yes,Miami,6000.0,sedan,11,1,1,approved
974638,65+,male,majority,0-9y,high school,upper class,0.6780482549923134,yes,after 2015,yes,yes,New York,10000.0,sedan,0,0,0,approved
354483,65+,female,majority,30y+,high school,upper class,0.6497286810498613,yes,before 2015,yes,yes,New York,9000.0,sedan,3,0,3,approved
585379,65+,female,majority,10-19y,high school,upper class,0.5694637281652679,no,before 2015,yes,yes,Miami,8000.0,sedan,3,0,0,denied
161766,40-64,female,majority,20-29y,none,working class,0.3167766915660789,yes,after 2015,no,yes,San Francisco,12000.0,sedan,3,1,2,approved
860897,40-64,male,majority,20-29y,university,upper class,0.6267889000650932,yes,before 2015,yes,yes,New York,10000.0,sedan,5,0,3,approved
5195,40-64,female,majority,0-9y,university,upper class,0.5640824695825345,yes,after 2015,yes,yes,Miami,6000.0,sports car,0,0,0,approved
480896,40-64,female,majority,10-19y,none,working class,0.5158128096027941,no,before 2015,no,yes,New York,11000.0,sedan,0,0,1,approved
672155,40-64,female,majority,20-29y,high school,middle class,0.5373908568000239,no,before 2015,no,yes,New York,10000.0,sedan,3,0,2,approved
957372,26-39,male,majority,10-19y,high school,upper class,0.6067045900851948,yes,before 2015,no,yes,San Francisco,15000.0,sedan,1,0,0,denied
186080,65+,female,majority,20-29y,university,upper class,0.534527772700769,yes,before 2015,yes,yes,New York,10000.0,sedan,0,1,3,approved
608703,65+,female,majority,20-29y,none,upper class,0.7676325928262623,yes,before 2015,yes,yes,New York,11697.003206900365,sedan,1,0,0,approved
563413,26-39,male,majority,10-19y,none,working class,0.5158128096027941,yes,before 2015,no,yes,New York,8000.0,sedan,1,0,1,approved
240130,16-25,male,majority,0-9y,high school,poverty,0.3780184845502422,yes,before 2015,no,yes,New York,12000.0,sedan,0,0,0,denied
598271,26-39,female,majority,10-19y,university,middle class,0.5780625582423655,yes,before 2015,no,no,New York,11697.003206900365,sedan,0,0,0,approved
